Data,Label
"Respected Sir/madam,

   When I click on CvPcb tool I am getting following error and only left pane in CvPcb is getting loaded with components but the right pane is not getting loaded with footprints. It is empty. Kindly refer the attached error screenshot



Errors were encountered loading footprints
IO_ERROR: http GET command failed
Cannot get/download Zip archive: 'https://codeload.github.com/KiCad/Housings_QFP.pretty/zip/master'
for library path: 'https://github.com/KiCad/Housings_QFP.pretty'.
Reason: 'No such host is known'
from C:/Jenkins/workspace/windows-kicad-msys2-stable/src/kicad-4.0.2/pcbnew/github/github_plugin.cpp : remote_get_zip() : line 584
IO_ERROR: http GET command failed
Cannot get/download Zip archive: 'https://codeload.github.com/KiCad/Filters_HF_Coils_NEOSID.pretty/zip/master'
for library path: 'https://github.com/KiCad/Filters_HF_Coils_NEOSID.pretty'.
Reason: 'No such host is known'
from C:/Jenkins/workspace/windows-kicad-msys2-stable/src/kicad-4.0.2/pcbnew/github/github_plugin.cpp : remote_get_zip() : line 584
IO_ERROR: http GET command failed
Cannot get/download Zip archive: 'https://codeload.github.com/KiCad/Connect.pretty/zip/master'
for library path: 'https://github.com/KiCad/Connect.pretty'.
Reason: 'No such host is known'
from C:/Jenkins/workspace/windows-kicad-msys2-stable/src/kicad-4.0.2/pcbnew/github/github_plugin.cpp : remote_get_zip() : line 584
IO_ERROR: http GET command failed
Cannot get/download Zip archive: 'https://codeload.github.com/KiCad/PFF_PSF_PSS_Leadforms.pretty/zip/master'
for library path: 'https://github.com/KiCad/PFF_PSF_PSS_Leadforms.pretty'.
Reason: 'No such host is known'
from C:/Jenkins/workspace/windows-kicad-msys2-stable/src/kicad-4.0.2/pcbnew/github/github_plugin.cpp : remote_get_zip() : line 584
IO_ERROR: http GET command failed
Cannot get/download Zip archive: 'https://codeload.github.com/KiCad/Terminal_Blocks.pretty/zip/master'
for library path: 'https://github.com/KiCad/Terminal_Blocks.pretty'.
Reason: 'No such host is known'
from C:/Jenkins/workspace/windows-kicad-msys2-stable/src/kicad-4.0.2/pcbnew/github/github_plugin.cpp : remote_get_zip() : line 584
IO_ERROR: http GET command failed
Cannot get/download Zip archive: 'https://codeload.github.com/KiCad/Housings_SIP.pretty/zip/master'
for library path: 'https://github.com/KiCad/Housings_SIP.pretty'.
Reason: 'No such host is known'
from C:/Jenkins/workspace/windows-kicad-msys2-stable/src/kicad-4.0.2/pcbnew/github/github_plugin.cpp : remote_get_zip() : line 584
IO_ERROR: http GET command failed
Cannot get/download Zip archive: 'https://codeload.github.com/KiCad/Air_Coils_SML_NEOSID.pretty/zip/master'
for library path: 'https://github.com/KiCad/Air_Coils_SML_NEOSID.pretty'.
Reason: 'No such host is known'

Kindly guide Me to remove this error so that I can load footprints also

Yours sincerely,

Harish Bhat N.

",Not Spam
"Does OpenFOAM always show in the terminal if the Solution is converged or not while using icoFoam Solver? I have tried to plot residuals and continuity, while running the iterations and I am getting the correct plots. 

Please enlighten me.





Thank you very much.

Regards,
Ankur 
",Not Spam
"Hi foamers,I am working on simulation of fresh concrete experiment. In the experiment, a concrete cylinder is placed between 2 plates and a load of 1.5N is applied on the upper plate and the displacement of the upper plate is measured.Using blockMesh i created a box and using setFields cylinderToCell i managed to create my cylinder in the box. But, i dont know how to input the load into the simulation.Please provide some suggestions.",Not Spam
"Is it possible to convert a PSPICE code to scilab code? if it is , then how can it be done.",Not Spam
I have completed coding my proposed book. I want to know the procedures for submitting my codes.,Not Spam
"Hey guys,
I am currently working with the IPCV toolbox command imlabel for identifying particles in an image.Everything works quite well, but the problem is that the output from the imlabel is in int8-format, which allows only 256 different labels. However, in my image there are way a few thousands. Consequently, each identified label containes multiple particles, because in the int8 format the numbers are being overwritten, when labels larger than 255 are being added...
Soooo... Is there a way to make the command output an int16 for instance?
At the moment I could only think of a workaround by taking each label from the int8 and run the imlabel-command again. However, that means that I have to perform the imlabel-command 257 times (1 original and than 256 for each int-label in the 8bit range). And THAT takes some time, just to extract information that was already obtained but lost through the int8-formatting :(",Not Spam
"Good day Sir/Mam
I am a chemical engineering student from South Africa. I watched the shortcut and rigorous distillation tutorial which were extremely helpful for my project. 
However I wanted to ask how do you assign operating pressure for distillation column ? I have to design a pressure swing distillation system, where the first column operates at a low pressure and the second column operates at a higher pressure to separate azeotropic mixture. How can I change the operating pressures of both columns?
Your assistance would be much appreciated. 

Thank you in advance",Not Spam
"//Hi All,//i want to solve the following MINLP optimization problem using scilab, but i am new to scilab optimization toolbox, can you please post some example or solve //the bellow problem.


clc;clf;//problem statement: //minimise : fenske_err// by changing://lk,hk integer from 1 to 25// Rlk,Rhk continuous from 0.5 to 0.999// constraint: lk<hk// solution: optimised lk, hk, Rlk, Rhk
Fi=[131.0796,127.4439,151.6167,185.0476,185.6320,179.2677,172.5071,160.2259,148.6672,134.9301,121.8694,108.2484,97.2993,89.2256,81.6741,74.5860,67.6739,94.3831,69.7915,54.9432,46.1657,32.8283,39.2493,29.5557,27.0888]Ki=[26.01625197,24.9019,23.8856,22.3736,20.6820,18.9222,17.2725,15.6624,14.1555,12.6832,11.2771,9.9420,8.6803,7.5003,6.4170,5.4155,4.5198,3.4637,2.3508,1.5117,0.9441,0.5555,0.2480,0.0677,0.0165]EBP=[22.6037384,48.80585632,73.88614807,98.64582214,123.5531403,148.9769836,174.1597534,199.4192902,224.6507355,249.9072968,275.1638428,300.4605347,325.8098389,351.0825439,376.3668457,401.6058289,431.1366516,470.3650146,515.2020508,559.4735046,603.3208252,655.7137085,728.6522766,812.7724243,894]Mwt=[57.8,67.0,78.3,90.8,102.2,115.2,130.2,146.5,164.5,184.1,205.6,228.8,254.0,280.6,307.7,333.7,364.2,409.8,466.5,523.5,582.6,657.2,748.0,880.2,1020.6]SG=[0.6654,0.6867,0.7065,0.7253,0.7400,0.7551,0.7708,0.7858,0.8002,0.8141,0.8275,0.8403,0.8529,0.8652,0.8770,0.8885,0.8997,0.9141,0.9319,0.9494,0.9660,0.9838,1.0043,1.0328,1.0600]
function F=fenske(lk,hk,Rlk,Rhk,Fi,Ki,EBP,Mwt,SG)Alpha_lkhk=Ki(1,lk)/Ki(1,hk);//incorporate actual Alpha or kNmin=(log((Rlk/(1-Rlk))/((1-Rhk)/Rhk)))/(log(Alpha_lkhk))disp(Nmin, 'Nmin=');j=1while j<=25
Alpha_ihk(1,j)=Ki(1,j)/Ki(1,hk) j=j+1;
endi=1;D=[0];B=[0];I=[0];RiD=[0];RiB=[0];A=[0];while i<=25;A(1,i)=(Alpha_ihk(1,i)^Nmin)*((1-Rhk)/Rhk); RiD(1,i)=(A(1,i)/(1+A(1,i)));RiB(1,i)=1-RiD(1,i);D(1,i)=Fi(1,i)*RiD(1,i); B(1,i)=Fi(1,i)*(1-RiD(1,i));I(1,i)=i;i=i+1;endi=1;totpro=0;while i<=25;   totpro=totpro+B(1,i)   i=i+1endi=1;CUTV=0;CUTVP=0;totv=0;
while i<=25;    CUTV(1,i)=Mwt(1,i)*B(1,i)/SG(1,i);    i=i+1;end
i=2;while i<=25;     totv(1,1)=CUTV(1,1);    totv(1,i)=totv(1,i-1)+CUTV(1,i);    i=i+1;endi=1;while i<=25;    CUTVP(1,i)=totv(1,i)*100/totv(1,25);    i=i+1;end
plot(I, B,'xb')CALC=0;CALC(1,1)=interpln([CUTVP;EBP],5);CALC(1,2)=interpln([CUTVP;EBP],50);CALC(1,3)=interpln([CUTVP;EBP],95);CALC(1,4)=totpro;
F=CALC;endfunction
function err=fenske_err(Pinit,Fi,Ki,EBP,Mwt,SG)
a=Pinit(1);b=Pinit(2);c=Pinit(3);d=Pinit(4);
CALC=fenske(a,b,c,d,Fi,Ki,EBP,Mwt,SG)err=sqrt((320-CALC(1))^2+(481.00-CALC(2))^2+(810.00-CALC(3))^2+(571.00-CALC(4))^2)endfunction
CALC=fenske(lk,hk,Rlk,Rhk,Fi,Ki,EBP,Mwt,SG)disp(CALC,'CALC=');Pinit=[12;18;0.9339;0.9324]err=fenske_err(Pinit,Fi,Ki,EBP,Mwt,SG)disp(err,'err=');",Not Spam
"I have been trying to simulate flow across a porous square heated cylinder, subjected to buoyancy. I am using BuoyantBoussinesqPimpleFoam with explicitPorositySource via fvOptions. I have attached the case file for reference. (BlockMesh + TopoSet + SetFields before trying simulation)Now, I am getting negative lift variation, as per the literature, for solid cylinder (see solid.png in attachment). When I introduce porous cylinder instead of solid, the drag variation remains same, but the lift coefficient values (see porous.png in attachment) jump near zero, which is way off the literture value.The case that I have attached is at Ri = 0.5 and Re = 40 and the coefficient of lift (average) should be near -1.I have also attached the lift coefficient variation.What can be the reason for this variation in Cl values and how can I solve it? I have tried almost all variations in putting the Boussinesq approximation into the code, but nothing seems to work out.Please help me out. Thanks in advance.P.S. For images and case vist https://www.cfd-online.com/Forums/openfoam-post-processing/191113-error-coefficient-lift-value-porous-media-buoyancy.html",Not Spam
"Hi all, I'm new to Scilab and Xcos and I'm just facing this problem.
I'm testing Scilab's genetic algorithms in a simple Xcos diagram. I will frequently face this error ""Can't convert old diagram (problem in version)"" when retrieving the results from Xcos using To Workspace. Looks like the error occurs in the line where I write ""result = [A.time,A.values];"", being A the vector created by To Workspace. Thing is, this error doesn't happen every time, but when I'm calculating 10 generations of 100 individuals each, it's guaranteed that it will happen at least once and the code will stop. Any thoughts on that? Thanks!",Not Spam
"Hi, me again. This time I'm having a problem with polynomial multiplication. I have 9 equations in the form of G = k/(tau*s+1) which I wrote like G(i) = k(i)/(tau(i)*%s+1), where i goes from 1 to 9. Then, I'm tryng to perform the following calculation: G11 = (G(2)+G(3)*G(6))/(1-G(3)*G(7)). What Scilab gives me is this:

      -0.0019137 - 0.0630427s        -------------------------------------   0.0000060 + 0.0515580s + s^2

But this is not correct, the right answer should be


               -3.023e012 s^4 - 2.482e011 s^3 - 4.811e009 s^2 - 1.887e006 s - 187          -----------------------------------------------------------------------------------------------------------4.795e013 s^5 + 4.953e012 s^4 + 1.292e011 s^3 + 6.579e007 s^2  + 1.098e004 s + 0.591  
which Matlab does correctly, but Scilab does not. Am I missing something here? Thanks in advance.
P.S.: I get the correct result if I only multiply G(3)*G(6), but as soon as I add G(2) it wanders off again.",Not Spam
"in page1.img file 
---------------  every time i library's problem was held

in page2.img file
---------every time .proj file was displayed even i can't see the .sch extension file
",Not Spam
"Hello, can you please guide me how to select flowsheet from DWSIM and submit it ? Is there any deadline for submitting the flowsheet ?",Not Spam
"I just started to use Scilab 6.0.0 and I have the following doubt.I am using the function ""input"" in two subsequent lines, as in the following script.When I run the script in console, if the values of ""x"" and ""y"" are both %pi/2, the expected answer of the program would be ""Infinite"", but it was not. In Scilab 5.5.2 the script run correctly. Does anybody know why?sincerelyJulio
function zcalc()
 x=input(""Enter the value of x:"");
 y=input(""Enter the value of y:"");
 if abs(cos(y))<1D-15 then
     if abs(sin(x))<1D-15 then
         disp(""Undetermined"");
     else
         disp(""Infinite"");
     end           
 else z=sin(x)/cos(y);
     disp(z,""z="");
     z=return(z);
 end
endfunction       ",Not Spam
"Hello,
First I would like to describe what i am doing.
Description: There is a pipe closed at bottom and open at top(similar to test tube) with dimensions 0.126 m diameter and 0.5 m height. Inside the pipe there is concrete filled upto 0.124m dia and rest at the internal walls filled with lubricating layer(paste). Now side walls are moved down with a velocity of 0.6679m/s downwards. No dynamic mesh used. It is a static case.

Now my problem is, I believe i have implemented everything fine in openFOAM and simulation ran succesfully. After some some i found the amount of lubricant which was initialised at walls is increasing in quantity and occupying entire cylinder. Concrete is not found. Don't know why ?

I couldn't attach any case files here. For sharing those Im happy.
",Not Spam
